,artista,listeners,playcount,biografia,artistas_similares
787,BABYMETAL,648655,37921510,"Babymetal (stylized BABYMETAL) is a Japanese Kawaii Metal group that was initially formed in 2010 in Tokyo, Japan as a subunit of the female idol group Sakura Gakuin (さくら学院). Their concept is a fusion of Metal, j-pop, and idol.

The band currently consists of Suzuka Nakamoto 中元すず香 (aka Su-Metal), Moa Kikuchi 菊地最愛 (aka Moametal), and Momoko Okazaki 岡崎 百々子 (aka Momometal). These girls and their group are managed by the Amuse talent agency. <a href=""https://www.last.fm/music/BABYMETAL"">Read more on Last.fm</a>","['Ladybaby', 'IRONBUNNY', 'HANABIE.', 'BAND-MAID']"
788,Mitchell Tenpenny,100958,1712772,"Mitchell was born and raised in Nashville Tennessee. He grew up around song writers and artist thriving in the Nashville music scene. Having family in the music industry instilled a musical drive to succeed and create music that tells a story and speaks true from the heart. From his soft timbre to his lyrics about life and love, Mitchell is truly one of Nashville's own. <a href=""https://www.last.fm/music/Mitchell+Tenpenny"">Read more on Last.fm</a>","['Jordan Davis', 'Russell Dickerson', 'Dylan Scott', 'Meghan Patrick']"
789,Survive Said The Prophet,185601,4391803,"Survive Said The Prophet commonly known as “SABAPURO” is formed in Tokyo, Japan in 2011. A native English speaker / bilingual vocalist, Yosh’s overwhelming singing ability and charisma at the head, it’s a miracle international rock band that consists of five talented, musicianship, and original characters.  Their outstanding musicality is based on the wide background not limited to rock but also pop, electro, hip hop and R&B to place their <a href=""https://www.last.fm/music/Survive+Said+The+Prophet"">Read more on Last.fm</a>","['coldrain', 'MAN WITH A MISSION', 'MY FIRST STORY', 'Who-ya Extended']"
790,Thomas Rhett,470164,11049416,"Thomas Rhett Akins, Jr. (born in Valdosta, Georgia) is an American country music singer known professionally as Thomas Rhett. He is the son of singer-songwriter Rhett Akins.[1]
Here is some background information on Thomas Rhett from the Something To Do With My Hands Songfacts. Thomas Rhett grew up in the music industry by means of his singer-songwriter father Rhett Akins. Whilst studying business and communications at Lipscomb University in Nashville, Rhett formed a cover band and began playing frat parties and other gigs they could get. <a href=""https://www.last.fm/music/Thomas+Rhett"">Read more on Last.fm</a>","['Jordan Davis', 'Dustin Lynch', 'Cole Swindell', 'Old Dominion']"
791,Mustard Service,177770,3445688,"On a warm summer evening in the year of our Lord 2015, a young college drop out is in his backyard, guitar in hands scribbling lazily on a loose sheet of paper. He taps his pen on his chin intensely, contemplating the first and only line that reads: ""I'm going down"". he stares down at his pathetic excuse for an opening line and calls it a night. ""eh, I'll try again tomorrow"" he says. This is his mantra. He didn't know it then, but that pathetic little <a href=""https://www.last.fm/music/Mustard+Service"">Read more on Last.fm</a>","['The Slaps', 'Dinner Time', 'Hot Flash Heat Wave', 'Blue Rain Boots']"
792,Pierce The Veil,1404369,130145802,"Pierce the Veil was founded by Mike Fuentes and Vic Fuentes in 2006, after the disbandment of Before Today. The brothers continued to write songs together and eventually came up with enough material for a new full-length album. Still backed by their label, Equal Vision Records, they wrote and recorded an entire album on their own in Seattle, WA with Producer Casey Bates. The brothers released the album 'A Flair for the Dramatic' on June 26, 2007 under a new name: Pierce the Veil <a href=""https://www.last.fm/music/Pierce+The+Veil"">Read more on Last.fm</a>",[]
793,Linkin Park,5668557,477731778,"Linkin Park is an American rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. Categorized as alternative rock <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>","['Mike Shinoda', 'Dead by Sunrise', 'Jay-Z and Linkin Park', 'Grey Daze']"
794,Jason Isbell and The 400 Unit,255444,5764906,"Jason Isbell and the 400 Unit is an Americana / Southern rock band originating largely from the Muscle Shoals area of Alabama, and led by former Drive-by Truckers singer / guitarist Jason Isbell.

The band consists of Isbell (vocals, guitar); Sadler Vaden (guitar); Jimbo Hart (bass); Derry DeBorja (keys, accordion); Chad Gamble (drums).

Fiddle player and singer Amanda Shires features regularly as a session player and occasional touring member.

The <a href=""https://www.last.fm/music/Jason+Isbell+and+The+400+Unit"">Read more on Last.fm</a>",[]
795,Palaye Royale,397917,20117703,"Palaye Royale is an American band from Las Vegas, formed in 2008 by Remington Leith, Sebastian Danzig, and Emerson Barrett, whom are all brothers. The brothers' surname was Kropp. Each one's stage name is their first name and their middle name. They formed under the name Kropp Circle in 2008 and changed their name to Palaye Royale in 2011, named after the dance hall (Palais Royale) that their grandparents met at. 

Style:
Fashion-art rock, rock and roll, glam rock, indie rock and garage rock. <a href=""https://www.last.fm/music/Palaye+Royale"">Read more on Last.fm</a>","['YUNGBLUD', 'Andy Black', 'Badflower', 'Måneskin']"
796,Lauren Daigle,305956,4408068,"Lauren Ashley Daigle, born September 9, 1991, in Lake Charles, Louisiana, is a prominent American singer-songwriter in contemporary Christian music. Raised in Lafayette, Louisiana, she was surrounded by the vibrant sounds of zydeco, blues, and Cajun music, which influenced her musical style. While Lauren always possessed a love for singing, it wasn't until a challenging battle with contagious cytomegalovirus at the age of 15 forced her out of high school for two years that music truly took center stage. <a href=""https://www.last.fm/music/Lauren+Daigle"">Read more on Last.fm</a>","['Francesca Battistelli', 'Tauren Wells', 'Matthew West', 'Crowder']"
797,blink-182,4204793,269360187,"Blink-182 is an American punk rock band formed in Poway, California, in 1992. Their current and best-known lineup consists of bassist/vocalist Mark Hoppus, guitarist/vocalist Tom DeLonge, and drummer Travis Barker.

After years of independent recording and touring, including stints on the Warped Tour, the group signed to MCA Records. Their biggest albums, Enema of the State (1999) and Take Off Your Pants and Jacket (2001), saw international success. <a href=""https://www.last.fm/music/blink-182"">Read more on Last.fm</a>","['Box Car Racer', '+44', 'Angels & Airwaves', 'New Found Glory']"
798,Måneskin,1402986,73931486,"Måneskin (Italian pronunciation: ˈmɔːneskin, Danish: ˈmɔːnəˌske̝nˀ, Danish for 'moonshine' or 'moonlight') is an Italian glam rock and funk rock band from Rome, consisting of lead vocalist Damiano David, bassist Victoria De Angelis, guitarist Thomas Raggi, and drummer Ethan Torchio. 
The band rose to fame after finishing second in the eleventh season of the Italian talent show X Factor in 2017. Måneskin won the Sanremo Music Festival 2021 and the Eurovision Song Contest 2021 with the song ZITTI E BUONI  (lit. 'Shut up and behave'). <a href=""https://www.last.fm/music/M%C3%A5neskin"">Read more on Last.fm</a>","['Palaye Royale', 'Mahmood', 'Marco Mengoni', 'Nothing But Thieves']"
799,Queens of the Stone Age,3245151,202897748,"Queens of the Stone Age is a rock band from Palm Desert, California, United States. The band is frequently labeled stoner rock, although they reject the label. They developed a style of riff-oriented, heavy music which the band's founder and mastermind Josh Homme described as ""robot rock"", saying that he ""wanted to create a heavy sound based on a solid jam, just pound it into your head"". Since then, their sound has evolved to incorporate a variety of different styles and influences. <a href=""https://www.last.fm/music/Queens+of+the+Stone+Age"">Read more on Last.fm</a>","['Them Crooked Vultures', 'Desert Sessions', 'Eagles of Death Metal', 'Kyuss']"
800,Dirty Heads,216982,2849298,"Rooted in the Orange County community of Huntington Beach, the Dirty Heads emerged onto the Southern California music scene with their unique signature blend of acoustic infused hip-hop and classic reggae, creating the perfect soundtrack to an upbeat, sun-soaked California.

Founding band members Jared Watson and guitarist/vocalist Dustin Bushnell met in 1996 while in high school, embarking on a friendship based on music, as well as their shared passion for surfing, skating and the endless party of the laid-back SoCal lifestyle.  <a href=""https://www.last.fm/music/+noredirect/Dirty+Heads"">Read more on Last.fm</a>",[]
801,Lisa,1269535,68834474,"There are at least eight known artists with the name ""Lisa"": two are from Japan, one from Thailand who based in South Korea, one from France, two from Holland, one from USA, and one from Italy. 

1) Risa Oribe (織部里沙 Oribe Risa, born June 24, 1987), better known by her stage name LiSA  is a Japanese singer signed to Aniplex under Sony Music Artists. Her stage name is an acronym for 'Love is Same All', a band she formed in 2008. She is known <a href=""https://www.last.fm/music/Lisa"">Read more on Last.fm</a>","['BLACKPINK', 'ASCA', 'Eir Aoi', 'ReoNa']"
802,Midrift,316629,4649102,"Midrift is a California-based shoegaze band consisting of Gus Mehrkam, Manoa Neukermans, and Kai Neukermans <a href=""https://www.last.fm/music/Midrift"">Read more on Last.fm</a>","['Zeruel', 'Scarlet House', 'sodistilled', 'FlyingFish']"
803,Hozier,2649017,181385460,"Andrew Hozier-Byrne (born 17 March 1990), known mononymously as Hozier, is an Irish musician and singer-songwriter from Bray, County Wicklow, Ireland. In 2013 he released his debut EP, featuring the hit single ""Take Me to Church"", and his second EP ""From Eden"" in 2014. His debut studio album, ""Hozier"", was released in Ireland in September 2014 and globally in October 2014.

Hozier was born in Bray, County Wicklow, Ireland.  His mother is the visual artist Raine Hozier-Byrne (who also designed his latest album cover). <a href=""https://www.last.fm/music/Hozier"">Read more on Last.fm</a>","['Noah Kahan', 'Lucy Dacus', 'Florence + the Machine', 'The Lumineers']"
804,Lauren Daigle,305956,4408068,"Lauren Ashley Daigle, born September 9, 1991, in Lake Charles, Louisiana, is a prominent American singer-songwriter in contemporary Christian music. Raised in Lafayette, Louisiana, she was surrounded by the vibrant sounds of zydeco, blues, and Cajun music, which influenced her musical style. While Lauren always possessed a love for singing, it wasn't until a challenging battle with contagious cytomegalovirus at the age of 15 forced her out of high school for two years that music truly took center stage. <a href=""https://www.last.fm/music/Lauren+Daigle"">Read more on Last.fm</a>","['Francesca Battistelli', 'Tauren Wells', 'Matthew West', 'Crowder']"
805,Jason Isbell and The 400 Unit,255444,5764906,"Jason Isbell and the 400 Unit is an Americana / Southern rock band originating largely from the Muscle Shoals area of Alabama, and led by former Drive-by Truckers singer / guitarist Jason Isbell.

The band consists of Isbell (vocals, guitar); Sadler Vaden (guitar); Jimbo Hart (bass); Derry DeBorja (keys, accordion); Chad Gamble (drums).

Fiddle player and singer Amanda Shires features regularly as a session player and occasional touring member.

The <a href=""https://www.last.fm/music/Jason+Isbell+and+The+400+Unit"">Read more on Last.fm</a>",[]
806,K.Flay,842115,15626848,"Kristine Meredith Flaherty (born June 30, 1985), better known as K.Flay, is an American singer, songwriter, and rapper. Her debut album Life as a Dog was released in 2014, peaking on Billboard's Heatseekers Albums chart at No. 2 and Billboard's Rap Albums chart at No. 14. In 2016, she signed with Interscope Records as the first artist signed to Dan Reynolds' Night Street Records imprint. She was nominated for two awards at the 60th Annual Grammy Awards: Best Engineered Album <a href=""https://www.last.fm/music/K.Flay"">Read more on Last.fm</a>","['Bishop Briggs', 'Mike Shinoda', 'Call Me Karizma', 'Ashnikko']"
807,The Elovaters,26590,339174,"The Elovaters are a Boston-based American reggae group formed in 2014. <a href=""https://www.last.fm/music/The+Elovaters"">Read more on Last.fm</a>","['The Movement', 'DENM', 'Arise Roots', 'Stick Figure']"
808,Manchester Orchestra,1264769,37087184,"Manchester Orchestra is an American indie rock band which formed in Atlanta, Georgia in 2004. The group is currently composed of rhythm guitarist, singer/songwriter Andy Hull, lead guitarist Robert McDowell, keyboardist and percussionist Chris Freeman, bassist Jonathan Corley and drummer Tim Very. Former drummer Jeremiah Edmond parted ways with the band in January 2010 to focus on his family as well as running the band's record label, Favorite Gentlemen.  <a href=""https://www.last.fm/music/Manchester+Orchestra"">Read more on Last.fm</a>","['Bad Books', 'All Get Out', 'Frightened Rabbit', 'mewithoutYou']"
809,Moon Taxi,279011,2816797,"Moon Taxi is an American indie-progressive rock band based in Nashville, Tennessee. The band was founded in 2006 by Trevor Terndrup (vocals, guitar), Tommy Putnam (bass), Spencer Thomson (guitar, programming), Tyler Ritter (drums), and Wes Bailey (keys) while attending Belmont University.

The band released their third full length album, Mountains Beaches Cities, via BMG on September 10th, 2013. The project was self-produced by Moon Taxi’s own guitarist <a href=""https://www.last.fm/music/Moon+Taxi"">Read more on Last.fm</a>","['Castlecomer', 'Bronze Radio Return', 'GRMLN', 'The Blue Van']"
810,blink-182,4204793,269360187,"Blink-182 is an American punk rock band formed in Poway, California, in 1992. Their current and best-known lineup consists of bassist/vocalist Mark Hoppus, guitarist/vocalist Tom DeLonge, and drummer Travis Barker.

After years of independent recording and touring, including stints on the Warped Tour, the group signed to MCA Records. Their biggest albums, Enema of the State (1999) and Take Off Your Pants and Jacket (2001), saw international success. <a href=""https://www.last.fm/music/blink-182"">Read more on Last.fm</a>","['Box Car Racer', '+44', 'Angels & Airwaves', 'New Found Glory']"
811,Foo Fighters,5480587,287294450,"Foo Fighters is an American rock band formed in Seattle in 1994. Foo Fighters was initially formed as a one-man project by former Nirvana drummer Dave Grohl. Following the success of the eponymous debut album, Grohl (lead vocals, guitar) recruited a band consisting of Nate Mendel (bass guitar), William Goldsmith (drums), and Pat Smear (guitar). After a succession of lineup changes, including the departures of Goldsmith and Smear, the band formed its core lineup in 1999 consisting of Grohl <a href=""https://www.last.fm/music/Foo+Fighters"">Read more on Last.fm</a>","['Taylor Hawkins & The Coattail Riders', 'Pearl Jam', 'Nirvana', 'Audioslave']"
812,blink-182,4204793,269360187,"Blink-182 is an American punk rock band formed in Poway, California, in 1992. Their current and best-known lineup consists of bassist/vocalist Mark Hoppus, guitarist/vocalist Tom DeLonge, and drummer Travis Barker.

After years of independent recording and touring, including stints on the Warped Tour, the group signed to MCA Records. Their biggest albums, Enema of the State (1999) and Take Off Your Pants and Jacket (2001), saw international success. <a href=""https://www.last.fm/music/blink-182"">Read more on Last.fm</a>","['Box Car Racer', '+44', 'Angels & Airwaves', 'New Found Glory']"
813,The Killers,5949292,291596881,"There are multiple artists using this name:

1. The Killers is an American rock band from Las Vegas, Nevada, formed in 2001. 
They got the name from the fictional band The Killers in the video for New Order's song Crystal. 
As of 2021, the band has released six studio albums, which have sold 28 million records worldwide. 

The Early Years
Initially, The Killers played at large clubs in Las Vegas. With the band's line-up stable and their repertoire of songs expanding <a href=""https://www.last.fm/music/The+Killers"">Read more on Last.fm</a>","['Brandon Flowers', 'Kings of Leon', 'Snow Patrol', 'Kaiser Chiefs']"
814,All Time Low,2086449,102714868,"All Time Low is an American pop punk band formed in Baltimore, Maryland, United States in 2003. When Alex Gaskarth (lead vocals, rhythm guitar, keyboards) was in middle school, he was moved from private school to public school, where he met Jack Barakat (lead guitar, backing vocals), and put the band together; later recruiting Rian Dawson (drums, percussion), and Zack Merrick (bass guitar, backing vocals). The band's name came from a line in the New Found Glory song Head On Collision. <a href=""https://www.last.fm/music/All+Time+Low"">Read more on Last.fm</a>","['Simple Creatures', 'Mayday Parade', 'The Maine', 'State Champs']"
815,Nothing But Thieves,856839,49141674,"Nothing But Thieves is an English alternative rock band, formed in 2012 in Southend-on-Sea, Essex. They consist of lead vocalist and guitarist Conor Mason, guitarist Joe Langridge-Brown, guitarist and keyboardist Dominic Craik, bassist Philip Blake, and drummer James Price. Their style of music has been compared to the likes of Foals, The Neighbourhood, and Civil Twilight, and they have been played on alternative and active rock radio.

Nothing But Thieves’ origins lie in schoolmates Conor <a href=""https://www.last.fm/music/Nothing+But+Thieves"">Read more on Last.fm</a>","['Man-Made Sunshine', 'Royal Blood', 'Airways', 'DEAD POET SOCIETY']"
816,NEEDTOBREATHE,405211,8993626,"NEEDTOBREATHE is an American Christian rock band from Seneca, South Carolina. They were formed in 1998.

When NEEDTOBREATHE’s Bear and Bo Rinehart set out to write the songs that appear on the band’s new album, The Reckoning, they felt something bigger awaited them. It wasn’t just commercial success either. The band’s last album The Outsiders hit No. 9 on Billboard’s Rock Albums chart, went Top 20 on the Top 200, saw the band sell out venues such as Nashville’s Ryman Auditorium and Chicago’s House of Blues <a href=""https://www.last.fm/music/NEEDTOBREATHE"">Read more on Last.fm</a>","['Switchfoot', 'MercyMe', 'Tenth Avenue North', 'Sanctus Real']"
817,Friday Pilots Club,188123,5304159,"Recently signed to Big Machine/John Varvatos Records (Big Machine Label Group), Friday Pilots Club is Chicago’s Pop affected and hard-hitting Rock band.

Formed in 2017, members Caleb Hiltunen (vocals) and Drew Polovick (guitar) blend explosive memorable hooks and eclectic musical sensibilities to bring a fresh sound to the world of Rock music.

While attending Columbia College Chicago and pursuing different degrees, Caleb and Drew became instant fans of each other’s work. <a href=""https://www.last.fm/music/Friday+Pilots+Club"">Read more on Last.fm</a>","['Himalayas', 'Airways', 'The Wrecks', 'Betcha']"
818,Rebounder,200708,1396953,"Rebounder is the project of New York City native producer and writer Dylan Chenfeld, with his brother . Joined by Cobey Arner and Zack Kantor.

  Rebounder has toured with the likes of , , , , and . Rebounder has received praise from THE FADER, Pigeons & Planes, NME, DIY, and has been played on  ’s Time Crisis. 

Rebounder recently teamed with good friend  Rutherford (lead singer of  ) for the collaboration song .

“Some bands just seem to have it all together. <a href=""https://www.last.fm/music/Rebounder"">Read more on Last.fm</a>","['Ax and the Hatchetmen', 'The Hails', 'Hall Johnson', 'HUNNY']"
819,quannnic,302798,9163151,"quannnic is an indietronica and shoegaze artist from Florida, United States. <a href=""https://www.last.fm/music/quannnic"">Read more on Last.fm</a>","['Jane Remover', 'FlyingFish', 'Glare', 'venturing']"
820,Lauren Daigle,305956,4408068,"Lauren Ashley Daigle, born September 9, 1991, in Lake Charles, Louisiana, is a prominent American singer-songwriter in contemporary Christian music. Raised in Lafayette, Louisiana, she was surrounded by the vibrant sounds of zydeco, blues, and Cajun music, which influenced her musical style. While Lauren always possessed a love for singing, it wasn't until a challenging battle with contagious cytomegalovirus at the age of 15 forced her out of high school for two years that music truly took center stage. <a href=""https://www.last.fm/music/Lauren+Daigle"">Read more on Last.fm</a>","['Francesca Battistelli', 'Tauren Wells', 'Matthew West', 'Crowder']"
821,Foo Fighters,5480587,287294450,"Foo Fighters is an American rock band formed in Seattle in 1994. Foo Fighters was initially formed as a one-man project by former Nirvana drummer Dave Grohl. Following the success of the eponymous debut album, Grohl (lead vocals, guitar) recruited a band consisting of Nate Mendel (bass guitar), William Goldsmith (drums), and Pat Smear (guitar). After a succession of lineup changes, including the departures of Goldsmith and Smear, the band formed its core lineup in 1999 consisting of Grohl <a href=""https://www.last.fm/music/Foo+Fighters"">Read more on Last.fm</a>","['Taylor Hawkins & The Coattail Riders', 'Pearl Jam', 'Nirvana', 'Audioslave']"
822,Nothing But Thieves,856839,49141674,"Nothing But Thieves is an English alternative rock band, formed in 2012 in Southend-on-Sea, Essex. They consist of lead vocalist and guitarist Conor Mason, guitarist Joe Langridge-Brown, guitarist and keyboardist Dominic Craik, bassist Philip Blake, and drummer James Price. Their style of music has been compared to the likes of Foals, The Neighbourhood, and Civil Twilight, and they have been played on alternative and active rock radio.

Nothing But Thieves’ origins lie in schoolmates Conor <a href=""https://www.last.fm/music/Nothing+But+Thieves"">Read more on Last.fm</a>","['Man-Made Sunshine', 'Royal Blood', 'Airways', 'DEAD POET SOCIETY']"
823,Sophie Powers,106056,1330579,"Sophie Luborsky, known professionally as Sophie Powers,  is a Canadian  alt-pop  artist based in Toronto, ON. Her sound combines the crunchy sound of punk with today’s hip-hop and pop.

At just 20 years old, Sophie Powers is the bold voice of a new generation. She understands the unique pressures of modern girlhood and uses her experience to write unfiltered, devil-may-care anthems about the ups and downs of being yourself. One minute, she’s confident and cool <a href=""https://www.last.fm/music/Sophie+Powers"">Read more on Last.fm</a>","['bludnymph', 'FKA Rayne', 'Tillie', 'Mothica']"
824,The Who,3468091,96182819,"The Who is an English rock band formed in 1964. Their classic line-up consisted of lead singer Roger Daltrey, guitarist and singer Pete Townshend, bass guitarist John Entwistle, and drummer Keith Moon. They are considered one of the most influential rock bands of the 20th century, selling over 100 million records worldwide and holding a reputation for their live shows and studio work.

The Who developed from an earlier group, the Detours, and established themselves as part of the pop art and mod movements <a href=""https://www.last.fm/music/The+Who"">Read more on Last.fm</a>","['Pete Townshend', 'The Kinks', 'The Rolling Stones', 'The High Numbers']"
825,Yungblud,843716,30900375,"Dominic Richard Harrison (born 5 August 1997), known professionally as YUNGBLUD (pronounced ""Youngblood""), is an English singer, musician and songwriter. In 2018, he released his first EP, YUNGBLUD, followed shortly after by the album 21st Century Liability.  In 2019, he released another EP, The Underrated Youth. His second album, Weird!, was released in late 2020 and peaked at the top of UK Albums Chart and reached number 75 on US Billboard 200. <a href=""https://www.last.fm/music/Yungblud"">Read more on Last.fm</a>",[]
826,Disturbed,3065068,136629912,"Disturbed is an American alternative metal/hard rock band from Chicago, Illinois, formed in 1994. The band includes vocalist David Draiman, bassist John Moyer, guitarist/keyboardist Dan Donegan, and drummer Mike Wengren. Former band members are vocalist Erich Awalt and bassist Steve Kmak.

The band has released six studio albums, five of which have consecutively debuted at number one on the Billboard 200. Disturbed went into hiatus in October 2011 <a href=""https://www.last.fm/music/Disturbed"">Read more on Last.fm</a>","['Godsmack', 'Five Finger Death Punch', 'Device', 'Drowning Pool']"
827,The National,2302917,192681178,"The National are an alternative rock band formed in 1999, by friends from Cincinnati, Ohio, USA. The band's lyrics are written and sung by Matt Berninger in a distinctive, deep baritone. The rest of the band is composed of two pairs of brothers: Aaron Dessner (guitar, bass, keyboards), Bryce Dessner (guitar), Scott Devendorf (bass, guitar) and Bryan Devendorf (drums). 

Their self-titled debut album""The National"" (Brassland 2001) was recorded and released before they had played even a single show. <a href=""https://www.last.fm/music/The+National"">Read more on Last.fm</a>","['Matt Berninger', 'EL VY', 'Frightened Rabbit', 'The War on Drugs']"
828,ネクライトーキー,74381,1458348,"Necry Talkie (Japanese: ネクライトーキー, Hepburn: Nekurai Tōkī) (stylized in all caps when romanised) is a Japanese rock band. They're currently associated with Sony Music Entertainment Japan. It was formed in 2017, when Ren Asahi invited three other members to form a gig. By 14 August of that year, they performed their first live at a club and released their first demo single, ""Taifu!"". At the same time, they also signed up to PCI records. <a href=""https://www.last.fm/music/%E3%83%8D%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%88%E3%83%BC%E3%82%AD%E3%83%BC"">Read more on Last.fm</a>","['Necry Talkie', 'UNISON SQUARE GARDEN', 'KANA-BOON', 'ポルカドットスティングレイ']"
829,Gorillaz,5616283,362918885,"Gorillaz is a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>","['Damon Albarn', 'The Good, the Bad & the Queen', 'Radiohead', 'MGMT']"
830,Fall Out Boy,4181181,287954302,"Fall Out Boy are a pop punk band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>","['Patrick Stump', 'Cobra Starship', 'The Academy Is...', 'Panic! at the Disco']"
831,Fall Out Boy,4181181,287954302,"Fall Out Boy are a pop punk band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>","['Patrick Stump', 'Cobra Starship', 'The Academy Is...', 'Panic! at the Disco']"
832,Imagine Dragons,3381991,198613561,"Imagine Dragons are a pop band which formed in 2008 in Las Vegas, Nevada, United States. The band consists of Dan Reynolds (vocals), Wayne Sermon (guitar) and Ben McKee (bass) . The band released four EPs - ""Imagine Dragons"" (2009), ""Hell and Silence"" (2010), ""It's Time"" (2011) and ""Continued Silence"" (2012) - before releasing their debut full length album ""Night Visions"" on 4 September 2012.

The band's single ""It's Time"", which previously appeared on the ""It's Time"" and ""Continued Silence"" EPs in addition to appearing on ""Night Visions"" <a href=""https://www.last.fm/music/Imagine+Dragons"">Read more on Last.fm</a>","['OneRepublic', 'American Authors', 'Bastille', 'X Ambassadors']"
833,Chase Rice,126806,2015482,"Chase Rice is an country music singer, songwriter, and reality television personality. Rice is also a former college football linebacker for the University of North Carolina and former NASCAR pit crew member for Hendrick Motorsports. He co-wrote the diamond-certified single ""Cruise"", performed by Florida Georgia Line. He released the EP Ready Set Roll, featuring the single ""Ready Set Roll"", on October 15, 2013. His full-length album Ignite the Night was released on August 19, 2014, and includes ""Ready Set Roll"". <a href=""https://www.last.fm/music/Chase+Rice"">Read more on Last.fm</a>","['Cole Swindell', 'Lee Brice', 'Jake Owen', 'Florida Georgia Line']"
834,Chris Janson,115141,1363409,"Chris Janson is a country music singer and songwriter from Perryville, Missouri. Janson has charted multiple singles on the Billboard Hot Country Songs and Country Airplay charts, including ""Good Vibes"" and ""Done"", both of which went to #1 on the latter. In addition to his material, Janson has performed on albums by Holly Williams and Lee Brice and has co-written singles for Tim McGraw, LoCash, Randy Houser and Hank Williams Jr. Janson has recorded three full-length albums <a href=""https://www.last.fm/music/Chris+Janson"">Read more on Last.fm</a>","['Justin Moore', 'Jake Owen', 'Cole Swindell', 'Randy Houser']"
835,Phil Wickham,200309,4969458,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>","['Elevation Worship', 'Chris Tomlin', 'Cody Carnes', 'Brandon Lake']"
836,Phillip Phillips,661708,9150026,"Phillip Phillips (born September 20, 1990 in Leesburg, Georgia, USA) is an American singer and winner of American Idol season 11.

Phillips grew up in Leesburg, Georgia and went to Lee County High School. He graduated Albany Technical College, but had to miss the graduation ceremony due to being on American Idol.

Phillips auditioned for American Idol in Savannah, Georgia. He auditioned by singing the Stevie Wonder song ""Superstition."" The judges then asked him to audition with his guitar where he performed Michael Jackson's ""Thriller. <a href=""https://www.last.fm/music/Phillip+Phillips"">Read more on Last.fm</a>","['Train', 'Vance Joy', 'Kris Allen', 'The Lumineers']"
837,Elle King,595632,5908261,"Tanner Elle Schneider (born July 3, 1989), known professionally as Elle King, is an American singer, songwriter, and musician. Her musical style encompasses country, soul, rock and blues.

In 2012, King released her debut EP ""The Elle King EP"" on RCA; one track from that EP, ""Playing for Keeps"", is the theme song for VH1's Mob Wives Chicago series.

She released her debut album ""Love Stuff"" in 2015. It produced the US top ten single ""Ex's & Oh's"", which earned her two Grammy Award nominations. <a href=""https://www.last.fm/music/Elle+King"">Read more on Last.fm</a>","['ZZ Ward', 'Gin Wigmore', 'Ingrid Andress', 'Bishop Briggs']"
838,Ghost,1278802,108392042,"There are several artists sharing the moniker Ghost;

1) Ghost, also formerly known as Ghost B.C. in the United States, is a Swedish hard rock band that was formed in Linköping in 2006. In 2010, they released a three-track demo followed by a 7-inch vinyl titled ""Elizabeth"", and later their debut full-length album Opus Eponymous. The song ""Ritual"" was chosen by Kerrang! as one of ""The 50 Most Evil Songs Ever."" The Grammis-nominated album was widely praised and significantly increased their popularity. <a href=""https://www.last.fm/music/Ghost"">Read more on Last.fm</a>","['Powerwolf', 'Iron Maiden', 'Ozzy Osbourne', 'Avenged Sevenfold']"
