,genero_musica,artista,listeners,playcount,biografia,artistas_similares
505,latino,Goth Babe,463883,8255165,"Griffin Washburn, better known by his music alias Goth Babe, is an indie pop artist that began his career in 2015 in Nashville, TN. The name comes from the song ""Goth Babe"" by the band Surf Curse.

Goth Babe began when Griffin Washburn started writing songs in his dorm room. In 2016, he moved beyond his bedroom, with twelve live shows in Tennessee. After pursuing music and modeling in New York City, he moved to the West Coast in 2017. Traveling around California and Oregon in his camper truck <a href=""https://www.last.fm/music/Goth+Babe"">Read more on Last.fm</a>","['Jaguar Sun', 'Far Caspian', 'Blood Cultures', 'Castlebeat']"
520,latino,Elsa y elmar,99857,2119285,"Elsa Carvajal, is the brain behind this project, under the genre of spiritual Pop, projecting humanity in all its dimensions, facets, with its highs and lows in each of their compositions, Elsa and Elmar is a connection with the sounds of nature , and with ourselves, existential letters full of feeling. Life from introspection made song. <a href=""https://www.last.fm/music/Elsa+y+elmar"">Read more on Last.fm</a>",[]
528,latino,Gizmo Varillas,155228,1279559,"Born in Santander, Gizmo grew up in Bilbao and arrived in London by way of Cardiff, studying as an aspiring documentary maker. A lost summer busking for food and accommodation across southern France however lead him down a different path; one year later, Gizmo began receiving seals of approval from seasoned artists like La Yegros and Gavin James, who he went on to support on tours across the UK and Europe. Another support act for Jack Savoretti’s recent sold out show at Somerset House <a href=""https://www.last.fm/music/Gizmo+Varillas"">Read more on Last.fm</a>","['Wake Owl', 'She Keeps Bees', 'Yodelice', 'Revolver']"
529,latino,Brytiago,148763,2149775," <a href=""https://www.last.fm/music/Brytiago"">Read more on Last.fm</a>","['Bryant Myers', 'Alex Rose', 'Anuel AA', 'TRAP CAPOS']"
534,latino,Chromeo,958050,20179489,"Chromeo is an electrofunk duo based in Montreal, Canada and New York City. They are P-Thugg (Patrick Gemayel) on keyboards, synthesizers and talk box, and Dave 1 (David Macklovitch) on guitar and lead vocals. The two were best friends since childhood and officially formed the band in 2002. They describe themselves as the only successful Arab/Jewish collaboration since the beginning of time.

David Macklovitch is currently earning his Ph.D in French literature from Columbia University, where he also teaches undergraduate French classes. <a href=""https://www.last.fm/music/Chromeo"">Read more on Last.fm</a>","['Breakbot', 'Justice', 'Cut Copy', 'Flight Facilities']"
537,latino,Miami Horror123,42,54," <a href=""https://www.last.fm/music/Miami+Horror123"">Read more on Last.fm</a>",[]
539,latino,Calva Louise,55435,756020,"Fuzz rock trio Calva Louise have shared some big journeys to get where they are today. On guitar and vocals, Jess Allanic is a native of Venezuela who moved to France in her teens. There she met bassist Alizon Taho with whom she eventually travelled to the UK, where drummer Ben Parker joined the picture. Now based in London, the group routinely rip up venues nationwide with their explosive garage/surf tunes. <a href=""https://www.last.fm/music/Calva+Louise"">Read more on Last.fm</a>","['Saint Agnes', 'Holy Wars', 'VUKOVI', 'YONAKA']"
540,latino,Twin Seas,15017,120553,"Twin Seas is a funky take on the classic 80’s new wave sound. These young Angelenos with their ears towards the future, lead listeners on a voyage of warm tone that incorporates psychedelia from the 60's and 70's with epic synths and warbly melodies.
The band born out of the culturally rich area of East Los Angeles, derives it's sound from the warm beach vibes of sunny California. This West Coast band was started by the already established duo, Eduardo Bueno (Vocals/Guitar) and Jose Cruz (Guitar/Keys) <a href=""https://www.last.fm/music/Twin+Seas"">Read more on Last.fm</a>","['Los Shadows', 'The Shed', 'Foreign/National', 'Sleep Good']"
541,latino,Fariana,16754,74074," <a href=""https://www.last.fm/music/Fariana"">Read more on Last.fm</a>","['La Insuperable', 'KD One', 'Maisak', 'La Ross Maria']"
543,latino,La Doña,20136,130736," <a href=""https://www.last.fm/music/La+Do%C3%B1a"">Read more on Last.fm</a>","['Rita Indiana', 'Acid Coco', 'Sávila', 'Duina Del Mar']"
544,latino,Mabe fratti,42571,635869,"Mabe Fratti is an experimental musician based in Mexico City. Born in Guatemala, she has been playing the cello since she was 8 years old and properly studied it in her native city. Going from live performances and presenting multidisciplinary collaborations with visual artists, and alike musicians, the name of Mabe Fratti has an outcome as a referent project between local radios, art institutions and a wide range of music venues in Mexico City.
Her first full-length LP 'Pies sobre la tierra' was mixed and mastered wholly by Fratti herself <a href=""https://www.last.fm/music/Mabe+fratti"">Read more on Last.fm</a>",[]
545,latino,Lido Pimienta,68344,927792,"Lido Pimienta is a young performing artist from Colombia living in London and Toronto, Ontario, Canada where she is studying Fine Arts in order to become an Art critic and curator. At only 23 years old, this mother of one has proven to be one of the most relevant acts in Latin Alternative music, gaining the attention of established musicians like Micachu and the Shapes, Julieta Venegas and Javiera Mena who invited Lido to participate in her upcoming 2010 album. <a href=""https://www.last.fm/music/Lido+Pimienta"">Read more on Last.fm</a>","['Bomba Estéreo', 'Esteman', 'Aterciopelados', 'Elsa y Elmar']"
556,latino,Ramona,90029,1357834,"There are at least six artists that have recorded under the name of Ramona. 

- Ramona - U.S. Rhythm and Blues/Soul singer, former member of The Johnny Otis Show
- Ramona (aka Ramona Wulf) - Germany
- Ramona - Canada
- Ramona - U.K.
- Ramona - Mexico
- Ramona - USA

1. Ramona (who records under her first name only), was born Ramona Smith in Los Angeles, Ca., (no date given in her bio), and is a blues and soul belter who got her lucky break in the mid-1980’s when the legendary Johnny Otis recruited her for his revue. <a href=""https://www.last.fm/music/Ramona"">Read more on Last.fm</a>","['Odisseo', 'Los Retros', 'young tender', 'Папа']"
557,latino,Ximena Sariñana,176132,3026375,"Ximena Sariñana Rivera (born on October 29, 1985 in Guadalajara, Mexico) is a Grammy Award and Latin Grammy nominated Mexican singer-songwriter and actress. Sariñana's musical career was launched in 2008 with the release of her first studio album Mediocre, an adult contemporary pop-rock/vocal jazz album that has been critically acclaimed and nominated for various awards, including two nominations in the Latin Grammy Awards of 2008.

Her first solo album  Mediocre was released on February 12, 2008 by Warner Music Group. <a href=""https://www.last.fm/music/+noredirect/Ximena+Sari%C3%B1ana"">Read more on Last.fm</a>","['Natalia Lafourcade', 'Carla Morrison', 'Julieta Venegas', 'Hello Seahorse!']"
558,latino,Latin Song Music,5,7," <a href=""https://www.last.fm/music/Latin+Song+Music"">Read more on Last.fm</a>",[]
559,latino,Lenny Tavárez,95238,1085868,"Julio Manuel González Tavárez (Puerto Rico, 19 de mayo de 1987), más conocido por su nombre artístico como Lenny Tavárez es un cantante puertorriqueño de reggaeton y trap latino. Anteriormente fue parte del dúo musical Dyland & Lenny. <a href=""https://www.last.fm/music/Lenny+Tav%C3%A1rez"">Read more on Last.fm</a>","['Dalex', 'Justin Quiles', 'Alex Rose', 'Brytiago']"
563,latino,Yin Yin,168533,1917785,"[b/]Yin Yin (officially written as YĪN YĪN) is an electronic band from Maastricht, The Netherlands that uses influences from East Asian sixties and seventies music. The result is a colorful blend of psychedelic funk and disco. 

Yin Yin is  Yves Lennertz (guitar, bass, organ, stylophone, percussion), Kees Berkers (drums, synths, percussion) and Gino Bombrini (percussion). <a href=""https://www.last.fm/music/Yin+Yin"">Read more on Last.fm</a>","['Glass Beams', 'Kikagaku Moyo', ""l'éclair"", 'Altin Gün']"
564,latino,Hermes Croatto,234,2031," <a href=""https://www.last.fm/music/Hermes+Croatto"">Read more on Last.fm</a>","['Fiel a La Vega', 'Tony Croatto', 'Haciendo Punto en Otro Son', 'Danny Rivera']"
566,latino,Reyna Tropical,31355,234719,"Reyna Tropical is a US band founded by Fabi Reyna and Nectali ""Sumohair"" Díaz in 2016. Their music is influenced by Colombian, Peruvian, and Mexican musical styles, as well as Congolese rhythms. Reyna Tropical have released two EPs and one studio album. Since Díaz's death in 2022, Reyna has been the sole member of the band. <a href=""https://www.last.fm/music/Reyna+Tropical"">Read more on Last.fm</a>","['Helado Negro', 'Dos Santos', 'Daymé Arocena', 'Bomba Estéreo']"
567,latino,Salt Cathedral,124849,601894,"Salt Cathedral is a New York-based band comprised of Colombian musicians Juliana Ronderos and Nicolas Losada.  <a href=""https://www.last.fm/music/Salt+Cathedral"">Read more on Last.fm</a>","['TORRES', 'Man Man', 'Marnie Stern', 'Dillon']"
572,latino,Technicolor Fabrics,61463,1067217,"A group formed in 2007 in Guadalajara, Mexico. It consists of Corcuera (vocals and guitar), Joako  (Bass, Guitar), Raul (Guitar, Bass, Prog), Abraham (Drums, Prog). A fresh, relaxing, proposal.   <a href=""https://www.last.fm/music/Technicolor+Fabrics"">Read more on Last.fm</a>","['Rubytates', 'young tender', 'Porter', 'Comisario Pantera']"
579,latino,Nicola Cruz,135744,1736287,"An interest in ancestral Latin American cosmology has always run right through the music of Ecuadorian music producer Nicola Cruz. His creative process involves an attentive, careful search for the living roots and rituals that are part of South American identity—its Andean and African origins in particular—valuing its rhythms, its oral traditions, its instruments and the energy they transmit. His first record, Prender el Alma (2015) explored the development of the consciousness and spirituality, and how they connect with music. <a href=""https://www.last.fm/music/Nicola+Cruz"">Read more on Last.fm</a>","['El Búho', 'yeahman', 'Chancha Via Circuito', 'Rodrigo Gallardo']"
584,latino,Maria Becerra,186330,7351992,"María de los Ángeles Becerra, conocida artísticamente como María Becerra ""LA NENA DE ARGENTINA"" es una cantante, influencer y ex youtuber argentina.​ Se hizo conocida en 2015, por realizar diversos vídeos de entretenimiento en YouTube. <a href=""https://www.last.fm/music/Maria+Becerra"">Read more on Last.fm</a>","['Lali', 'Emilia', 'Tini', 'Tiago PZK']"
586,latino,La Lá,57621,591233,"""Asegura no identificarse con la chica que no fuma, no toma ni baila pegado e ironiza con la letra de Oeste, el primer tema que vio la luz en su carrera musical. Así, La Lá no solo interpreta canciones frescas y asépticas también se divierte. Como cuando grabó, muy a su estilo, el popular tema del cantante cubano Virulo Niño Caníbal de gran aceptación entre sus seguidores.

Cargada con la influencia musical que recibía de niña, Giovanna Nuñez conocida en las redes simplemente como La Lá <a href=""https://www.last.fm/music/La+L%C3%A1"">Read more on Last.fm</a>","['Alejandro y Maria Laura', 'Chabuca Granda', 'Silvana Estrada', 'Susana Baca']"
591,latino,Aloisio,3506,31680,"Christian Mauricio Aloisio Zavala. Born in Venezuela, but got into music while attending university in the USA. <a href=""https://www.last.fm/music/Aloisio"">Read more on Last.fm</a>","['Yorghaki', 'Gran Radio Riviera', 'liana malva', 'Robert Tiamo']"
605,latino,Pahua,20263,85397,"Pahua es el proyecto de la cantante, compositora y dj mexicana Pau Sotomayor; una mezcla de electrónica y folclor que representa una parte suya muy íntima: feminidad, naturaleza, fuerza interior y auto descubrimiento.
 <a href=""https://www.last.fm/music/Pahua"">Read more on Last.fm</a>","['Immasoul', 'Chango Menas', 'Anthony Escandón', 'RPLK']"
610,latino,zabuza,1473,17989," <a href=""https://www.last.fm/music/zabuza"">Read more on Last.fm</a>","['RVZMO', 'Leonis', 'Mougli', 'Lybro']"
612,latino,La Maquinaria Norteña,38492,552423," <a href=""https://www.last.fm/music/+noredirect/La+Maquinaria+Norte%C3%B1a"">Read more on Last.fm</a>","['Los Elegantes de Jerez', 'Los Primos del Este', 'Calibre 50', 'La energía norteña']"
614,latino,Justin Quiles,216535,3166159,"Justin Rafael Quiles Rivera mejor conocido en el ambito musical como J Quiles naciò en Marzo 29 del 1990 en la ciudad de Bridgeport Conneticut. J Quiles es un artista independiente el cual hasta el dia de hoy ha logrado ganarse el apoyo y amor de su fanaticada gracias a su talento natural. Ha logrado hacer canciones con artistas como Juno, Guelo Star, Divino el cual lo apadrino musicalmente hablando entre otros. Agradecido tambien con la ayuda de <a href=""https://www.last.fm/music/Justin+Quiles"">Read more on Last.fm</a>","['Sech', 'Nio Garcia', 'Dalex', 'Yandel']"
617,latino,MaryOla,1378,5630," <a href=""https://www.last.fm/music/MaryOla"">Read more on Last.fm</a>",[]
619,latino,Paulo Londra,283817,11206593,"Paulo Ezequiel Londra Farías, más conocido como Paulo Londra (Córdoba, Argentina; 12 de abril de 1998) es un rapero, cantante, compositor y músico argentino

 <a href=""https://www.last.fm/music/Paulo+Londra"">Read more on Last.fm</a>","['Lit Killah', 'Duki', 'Trueno', 'Tiago PZK']"
624,latino,Toledo,140897,1234210,"There are several bands going under the name Toledo, including:
1) a Polish pop duo;
2) a Colombian reggae band; and

3) an American indie rock duo from Newburyport, Massachusetts, now based in Brooklyn, New York. The duo consists of Daniel Alvarez and Jordan Dunn-Pilz.

Toledo released their first EP in early 2019, titled ""Hot Stuff"". The duo's second EP, ""Jockeys of Love"", was released on 12 February 2021. In June 2022, Toledo released a new song called ""L-Train"". <a href=""https://www.last.fm/music/Toledo"">Read more on Last.fm</a>","['Runnner', 'Alex Siegel', 'sjowgren', 'French Cassettes']"
627,latino,Angel Heredia,2859,14943," <a href=""https://www.last.fm/music/Angel+Heredia"">Read more on Last.fm</a>","['Bassel Darwish', 'Rafa Barrios', 'Disaia', 'Francisco Allendes']"
639,latino,Faye Meana,25506,135093," <a href=""https://www.last.fm/music/Faye+Meana"">Read more on Last.fm</a>",[]
641,latino,Gustavo Voz Perdida,131,426," <a href=""https://www.last.fm/music/Gustavo+Voz+Perdida"">Read more on Last.fm</a>","['Smoothies', 'Max Brigante', 'WhiteCity', 'Bulova']"
643,latino,Alan Gomez,70850,1206934," <a href=""https://www.last.fm/music/Alan+Gomez"">Read more on Last.fm</a>","['DJ Tao', 'Callejero Fino', 'Big One', 'Ke personajes']"
644,latino,Bobui,17977,103026," <a href=""https://www.last.fm/music/Bobui"">Read more on Last.fm</a>","['Los Plastics Revolution', 'RPLK', 'SOL FLAMINGO', 'Pønce']"
648,latino,Kim Loaiza,37668,608527,"Kimberly Guadalupe Loaiza Martinez (born 12 December 1997) is a Mexican internet personality and singer, In 2016, she began her YouTube career and she is currently the 7th most-followed user on TikTok. Kimberly Loaiza's created her Twitter account when she was fourteen years old. Five years later, in 2016, she started vlogging on YouTube with her first video on November 15, 2016. Loaiza traveled to Colombia for rhinoplasty surgery. <a href=""https://www.last.fm/music/Kim+Loaiza"">Read more on Last.fm</a>","['Kenia Os', 'Gloria Trevi', 'Yeri MUA', 'Sofía Reyes']"
649,latino,Dragon,79175,901953,"There are multiple artists with this name:

1) Dragon formed in Auckland, New Zealand, in 1972, with a line-up that featured Todd Hunter, guitarist Ray Goodwin, drummer Neil Reynolds and singer Graeme Collins; by 1974 several personnel changes had occurred including the introduction of Todd's brother Marc Hunter on vocals and Neil Storey on drums.

The band recorded two progressive rock albums in New Zealand, Universal Radio and Scented Gardens for the Blind, the second with an added guitar element from Robert Taylor. <a href=""https://www.last.fm/music/Dragon"">Read more on Last.fm</a>","['Kat', 'Vader', 'Acid Drinkers', 'Kat & Roman Kostrzewski']"
650,latino,Sr. Langosta,423,2479," <a href=""https://www.last.fm/music/Sr.+Langosta"">Read more on Last.fm</a>","['Sebimor', 'Superaquello', 'Polem', 'Fiel a La Vega']"
652,latino,MiriK,7,26," <a href=""https://www.last.fm/music/MiriK"">Read more on Last.fm</a>",[]
655,latino,beret,83308,1966367,"Beret could refer to three artists:
One is a Spanish singer (Javier Beret). Beret is the new sensation of the urban Spanish music. With only 20 years old he has already published three albums and reached 64 million views in his Youtube channel. He offers something different mixing reggae, rap and dancehall. 

One is a ""French Hardcore"" band from the United States.

The other is a Japanese Jazz Band.  <a href=""https://www.last.fm/music/beret"">Read more on Last.fm</a>","['Aitana', 'Babi', 'Porta', 'Natos y Waor']"
665,latino,Migrant Motel,17519,97494,"Migrant Motel combines modern alternative pop sounds with contemporary production techniques into a blend that is unique yet familiar. Peruvian-American David Stewart Jr. (vocals, bass) and Mexican native Chava Ilizaliturri (drums) formed Migrant Motel in Boston while they were studying together at college. They’ve built their fan base in the US, Mexico, and throughout Latin America. Migrant Motel is now aiming their sights on the growing bilingual and bicultural youth movement in the United States. <a href=""https://www.last.fm/music/Migrant+Motel"">Read more on Last.fm</a>","['No Money Kids', 'Brick+Mortar', 'Krooked Kings', 'The Hunna']"
672,latino,Barrio Lindo,12332,70630,"Composer, Producer, Luthier, and Shika Shika Collective Co-funder. Agustin Rivaldo born in 1987 in Buenos Aires Argentina. 

Since 2012, Barrio Lindo re sound as one of the well known southamerican downtempo producers. Since 2016 is based in Europe. <a href=""https://www.last.fm/music/Barrio+Lindo"">Read more on Last.fm</a>","['SidiRum', 'kaleema', 'San Ignacio', 'Nación Ekeko']"
674,latino,Beach Clinic,326,1485," <a href=""https://www.last.fm/music/Beach+Clinic"">Read more on Last.fm</a>","['Ear Ringers', 'Wayword', 'Vox Humana', 'Three Tone Somatics']"
681,latino,Duck Fizz,34550,384919," <a href=""https://www.last.fm/music/Duck+Fizz"">Read more on Last.fm</a>","['SOUs-sOL', 'Little Jesus', 'Policias y Ladrones', 'Ed Maverick']"
686,latino,KURAYÁ,1,1," <a href=""https://www.last.fm/music/KURAY%C3%81"">Read more on Last.fm</a>",[]
688,latino,Ela Taubert,25796,362692," <a href=""https://www.last.fm/music/Ela+Taubert"">Read more on Last.fm</a>","['Joaquina', 'Morat', 'TIMØ', 'Ventino']"
692,latino,Vaya Futuro,8548,86322," <a href=""https://www.last.fm/music/Vaya+Futuro"">Read more on Last.fm</a>","['Los Mundos', 'Sadfields', 'yo maté a tu perro', 'Norwayy']"
693,latino,Will Kano,261,369," <a href=""https://www.last.fm/music/Will+Kano"">Read more on Last.fm</a>","['Castronovo', 'Escaleraa', 'Rocket Soulz', 'Angel Bleu']"
694,latino,Dinner Time,27810,246500," <a href=""https://www.last.fm/music/Dinner+Time"">Read more on Last.fm</a>","['Mustard Service', 'The Slaps', 'Ax and the Hatchetmen', 'Furnsss']"
696,latino,Mexican Institute of Sound,184984,1560219,"Camilo Lara is the one-man dynamo behind Mexican Institute of Sound, also known as Instituto Mexicano del Sonido. Hailing from the sprawling metropolis that is Mexico City, Lara channels his inner rockstar,  while holding down a day job as head of a major label. Like a musical superhero, Lara steps out of his executive alter ego, gets involved with the underground musica movement and begins his musical mission delivering electronic masterpieces with only the help of his computer, his nurturing imagination, and his awesome collection of vinyl. <a href=""https://www.last.fm/music/Mexican+Institute+of+Sound"">Read more on Last.fm</a>","['Nortec Collective', 'Nortec: Bostich + Fussible', 'Plastilina Mosh', 'Titán']"
697,latino,Lorelle Meets The Obsolete,43149,478428,"Lorelle Meets the Obsolete is a psych band from Guadalajara, Mexico. Their debut, On Welfare, was released on May 24th of 2011 via Captcha Records…

Members:

Lorelle: vocals, electric guitar & electric bass.
The Obsolete: drums & percussion, electric bass, vocals, casiotone, electric & acoustic guitars.

Live guests:

Hugo Quezada: bass.
Carlos González: drums. <a href=""https://www.last.fm/music/Lorelle+Meets+The+Obsolete"">Read more on Last.fm</a>","['Ulrika Spacek', 'Night Beats', 'Mint Field', 'Helicon']"
700,latino,La Perversa,10020,63584," <a href=""https://www.last.fm/music/La+Perversa"">Read more on Last.fm</a>","['Yaisel LM', 'Tivi Gunz', '42palmundo', 'Braulio Fogon']"
707,latino,Katrina,28075,89055,"There are several artists called as Katrina:
1. Russian post-punk\emo\metal band from Moscow. They formed in autumn of 2006 after Stas (voice) and Pavel (guitar) left 30 дней февраля. At the moment band recording their first album. 
http://www.myspace.com/onlinekatrina and http://community.livejournal.com/katrina_ru/
2. Katrina Leskanich - Lead singer of Katrina & The Waves.  She launched a solo career in 2005.
3. Katrina, a singer/songwriter from Los Angeles, USA. <a href=""https://www.last.fm/music/Katrina"">Read more on Last.fm</a>","['30 Дней Февраля', 'Such a Beautiful Day', '200 По Встречной', 'Линия']"
710,latino,Calibre 50,119855,2715354," <a href=""https://www.last.fm/music/Calibre+50"">Read more on Last.fm</a>","['Gerardo Ortiz', 'El Komander', 'Voz De Mando', 'Banda Los Recoditos']"
717,latino,Tan Cologne,15639,73485,"Tan Cologne are a female American dreampop duo based in Taos, New Mexico. They consist of multi-instrumentalists, Lauren Green and Marissa Macias.

Signed to Swedish indie, Labrador in 2019, they released their debut album Cave Vaults on the Moon in New Mexico on February 14th 2020.

 <a href=""https://www.last.fm/music/Tan+Cologne"">Read more on Last.fm</a>","['Lev Snowe', 'Terry vs. Tori', 'Doohickey Cubicle', 'Mellow Gang']"
720,latino,Adriel Favela,43929,760445,"Sinaloan singer, songwriter and multi-instrumentalist Adriel Favela is a Mexican regional artist specializing in norteño and corridos. Having played music throughout his youth, he began posting videos to YouTube where he came to the attention of ICON/EBO Music. He recorded his first album, Favela oor Odor, at the age of 18. He signed to Gerencia Music 360 in 2014 and released his sophomore album, Mujeres Tu Tipo in 2014, and placed two singles -- ""Es Tiempo de Guerra"" and the title track on the Mexican Regional charts. <a href=""https://www.last.fm/music/Adriel+Favela"">Read more on Last.fm</a>","['Natanael Cano', 'El De La Guitarra', 'El Fantasma', 'Lenin Ramírez']"
722,latino,Giorgio Siladi,9526,55746," <a href=""https://www.last.fm/music/Giorgio+Siladi"">Read more on Last.fm</a>","['Solo Fernández', 'Pororó', 'SNENiE', 'Pjama']"
723,latino,Renee Goust,4625,31921,"Brooklyn-based bicultural singer-songwriter and activist <a href=""https://www.last.fm/music/Renee+Goust"">Read more on Last.fm</a>","['Audry Funk', 'Mare advertencia lirika', 'Luna Santa', 'Zemmoa']"
724,latino,El Otro Polo,9523,61236," <a href=""https://www.last.fm/music/El+Otro+Polo"">Read more on Last.fm</a>","['Anakena', 'Maréh', 'Barbara Doza', 'Pantoja']"
726,latino,unÁnima,392,935," <a href=""https://www.last.fm/music/un%C3%81nima"">Read more on Last.fm</a>","['Sofía Paola', 'Julienne Ramos', 'Maddy Beyton', 'werio']"
727,latino,Regal86,9178,106244,"Born in 1993 in Monterrey, Nuevo León, Mexico, Regal86 is a Mexican producer.
Genres: Hardgroove Techno, Ghettotech, Electro, Techno <a href=""https://www.last.fm/music/Regal86"">Read more on Last.fm</a>","['Dj Swisha', 'Lao', 'Nondi_', 'HEAVEE']"
729,latino,kaida,876,5521," <a href=""https://www.last.fm/music/kaida"">Read more on Last.fm</a>","['lucygray', 'fawnsphere', 'N.I.K', ""Myya's Diary""]"
731,latino,Nolune,10367,59888,"Hailing from Thousand Oaks, California, Nolyn Ducich is entirely self taught when it comes to music. Ducich would listen to her favorite artists and imitate them. Having trained as a dancer for years, Ducich felt that she was “missing some form of articulation that [she] wanted to put out into the world,” which led her to the world of making music.

The other half of Nolune, Daniel Bermudez, is a San Fernando Valley boy through and through. Having been something of a guitar hero prodigy <a href=""https://www.last.fm/music/Nolune"">Read more on Last.fm</a>","['Juliet Sunflower', 'Torri Weidinger', 'Wesley Preis', 'Annika Kilkenny']"
738,latino,Mementut,6451,41584," <a href=""https://www.last.fm/music/Mementut"">Read more on Last.fm</a>","['Píldora Letal', 'Calaverx', 'EESCA', 'Monotonous Cities']"
741,latino,SCAIRAT,3,4," <a href=""https://www.last.fm/music/SCAIRAT"">Read more on Last.fm</a>",[]
745,latino,Nancy Sanchez,734,3202," <a href=""https://www.last.fm/music/Nancy+Sanchez"">Read more on Last.fm</a>","['Los Texas Wranglers', 'El Haru Kuroi', 'San Cha', 'La Misa Negra']"
746,latino,FRANCIA,485,2605," <a href=""https://www.last.fm/music/FRANCIA"">Read more on Last.fm</a>","['Eclipse.', 'Los Emptys', 'Desert Island Boys', 'theredsea']"
751,latino,The Lsdays,375,1106," <a href=""https://www.last.fm/music/The+Lsdays"">Read more on Last.fm</a>","['Rilev', 'Estrella Humano', 'ACTY', 'Fryturama']"
756,latino,Gaston Lopez,264,1838," <a href=""https://www.last.fm/music/Gaston+Lopez"">Read more on Last.fm</a>","['MIKE DERO', 'Gentleman (DJ)', 'Kondo', 'Zeu5']"
761,latino,Nhii,12215,64905,"House and afro house and world house> Sounds of Khemit, Tribe called Kotori, One Tribe, New York, Berlin.
https://soundcloud.com/nhiimusic <a href=""https://www.last.fm/music/Nhii"">Read more on Last.fm</a>","['Oliver Koletzki', 'Rampue', 'Okuma', 'Jacob Groening']"
767,latino,sailawway,18433,65627,"A sonic portal soaked in ethereal layers of sound and bittersweet nostalgia.

Sailawway is the dream pop music project of María Fernanda Fuentes (based in Mexico city).
Sailawway has played Hellow Festival 2019, SXSW Music festival 2019, festival nrmal 2018 and has
been the opening act for Tops, Wild Nothing, The Neighbourho0d, Cults and Molly Nilsson in
Mexico. 

Her songs have been featured in soundtracks such as ""Unstoppable"" by Netflix, ""Cloudy River"" by Studio Unko (Australia) among others. <a href=""https://www.last.fm/music/sailawway"">Read more on Last.fm</a>","['Tumaca', 'Ben Elder', 'Steve Cousins', 'Kirnbauer']"
769,latino,Kenya Grace,727489,9723558,"Kenya Grace Johnson is an English musician. She is best known for her 2023 single ""Strangers"", which reached number-one in the UK Singles Chart. She is signed with Warner Records. <a href=""https://www.last.fm/music/Kenya+Grace"">Read more on Last.fm</a>","['Ari Abdul', 'Issey Cross', 'Jazzy', 'Isabel LaRosa']"
770,latino,Brray,77840,918609,"Bryan García Quinones (19 de septiembre de 1992), más conocido como Brray, es un cantante y compositor puertorriqueño del género urbano, hip hop y trap. Autor de temas como La Curiosa, Machuqueo y Flow, Brray llegó a la escena con el lanzamiento de Me siento bien en 2014. <a href=""https://www.last.fm/music/Brray"">Read more on Last.fm</a>","['Jhayco', 'Chris Jedi', 'Darell', 'Nio Garcia']"
772,latino,Mexican Restaurant,171,965," <a href=""https://www.last.fm/music/Mexican+Restaurant"">Read more on Last.fm</a>","['Autumn Jazz Vibes', 'New Year Jazz Vibes', 'Classic New Year Jazz', 'Valentines Jazz']"
776,latino,Cheo,15860,71582,"Facebook
Formed In: 2011 - Present
Hometown Location: Helsinki, Finland
Genre: Progressive/Metalcore/Melodic/Hardcore

Band Lineup:
Tony Gummerus - Vocals
Janne Järvinen - Rhythm Guitar / Clean Vocals
Arttu Hurme - Lead Guitar / Background Vocals
Sami Siitonen - Bass
Aapo Sandberg - Drums

ABOUT
5-piece Metalcore band from infamous suburbs of Helsinki! DEBUT ALBUM ""SUPERSONALIZE"" OUT NOW! <a href=""https://www.last.fm/music/Cheo"">Read more on Last.fm</a>","['Artificial Heart', 'Pachará', 'Salomón Beda', 'Countless Goodbyes']"
788,latino,Maluma,779175,21782218,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad. <a href=""https://www.last.fm/music/Maluma"">Read more on Last.fm</a>","['J Balvin', 'Manuel Turizo', 'Piso 21', 'Nicky Jam']"
789,latino,Abraham Dorta,32,285," <a href=""https://www.last.fm/music/Abraham+Dorta"">Read more on Last.fm</a>","['Ama Rios', 'Andrea Cruz', 'Lizbeth Roman', 'CHUWI']"
791,latino,Jonna Torres,1945,8353," <a href=""https://www.last.fm/music/Jonna+Torres"">Read more on Last.fm</a>","['JVO The Writer', 'Joyce Santana', 'Jossef', 'vf7']"
792,latino,Dua Lipa,2619173,246297591,"Dua Lipa (born August 22, 1995) is an English-Albanian singer-songwriter. She was born in London of refugee parents from the Republic of Kosovo, growing up between both countries until fully moving back to London at age 15.

Dua Lipa began to write her name in the music industry. Lipa gained attention from the specialized media as an artist after the release of her debut album in 2017,  ""Dua Lipa"" (self-titled). It won the third position on the UK Albums Chart and featured eight singles. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>","['Ava Max', 'Katy Perry', 'Zara Larsson', 'Silk City']"
793,latino,Café Tacvba,544028,17102468,"Café Tacvba is a band from the Lomas de Sotelo neighborhood in Mexico City, Mexico.

Their musical style covers a wide variety of genres, though it is most commonly labeled as Rock en Español. Their music has been heavily influenced by Mexico's indigenous population and folk music traditions, most notable the Jarocho style of the state of Veracruz, but also by punk and electronic music and other bands in the Mexico City scene. Perhaps the most distinctive feature of their music is Albarrán's nasal voice <a href=""https://www.last.fm/music/+noredirect/Caf%C3%A9+Tacvba"">Read more on Last.fm</a>","['Caifanes', 'Fobia', 'El Gran Silencio', 'Maldita Vecindad Y Los Hijos Del Quinto Patio']"
