,artista,listeners,playcount,biografia,artistas_similares
735,Lú Polanco,68,136," <a href=""https://www.last.fm/music/L%C3%BA+Polanco"">Read more on Last.fm</a>","['Riccie Oriach', 'Techy Fatule', 'Bocatabú', 'Covi Quintana']"
736,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
737,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
738,Mementut,6451,41584," <a href=""https://www.last.fm/music/Mementut"">Read more on Last.fm</a>","['Píldora Letal', 'Calaverx', 'EESCA', 'Monotonous Cities']"
739,Becky G,1118640,19205851,"Rebbeca Marie Gomez, ""Becky G"", (born in Los Angeles, March 2nd 1997) is an American rapper and singer/songwriter. Her musical career began in 2009 when she joined a girl group called ""G.L.A.M."", then later joined another girl group called ""BCG"" however she'd previously made small modeling and acting appearances. Becky's career was kickstarted in 2011 when she posted a remake of Kanye West and Jay-Z's ""Otis"" to YouTube. The video never went viral, however it was discovered by major music producer Dr. <a href=""https://www.last.fm/music/Becky+G"">Read more on Last.fm</a>","['Natti Natasha', 'Karol G', 'Sofía Reyes', 'Danna Paola']"
740,Paraísos,334,1543," <a href=""https://www.last.fm/music/Para%C3%ADsos"">Read more on Last.fm</a>","['Cero39', 'Sinego', 'Tonga Conga', 'bleepolar']"
741,SCAIRAT,3,4," <a href=""https://www.last.fm/music/SCAIRAT"">Read more on Last.fm</a>",[]
742,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
743,Sebastian Yatra,501501,10808223,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>","['Piso 21', 'Manuel Turizo', 'Cali & El Dandee', 'Carlos Vives']"
744,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
745,Nancy Sanchez,734,3202," <a href=""https://www.last.fm/music/Nancy+Sanchez"">Read more on Last.fm</a>","['Los Texas Wranglers', 'El Haru Kuroi', 'San Cha', 'La Misa Negra']"
746,FRANCIA,485,2605," <a href=""https://www.last.fm/music/FRANCIA"">Read more on Last.fm</a>","['Eclipse.', 'Los Emptys', 'Desert Island Boys', 'theredsea']"
747,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
748,The Marías,1267764,60422438,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

Vocals/guitar – Maria
Drums/vox/producer – Josh
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>","['Clairo', 'Men I Trust', 'Magdalena Bay', 'Tokyo Tea Room']"
749,Sofía Reyes,210935,2037462,"Sofia Reyes is a Mexican singer and songwriter who has been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs among many others. She has amassed nearly one billion views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 461 million streams and R.I.P featuring Rita Ora and Anitta, with more than 190 million streams. Chosen <a href=""https://www.last.fm/music/Sof%C3%ADa+Reyes"">Read more on Last.fm</a>","['Sofia Reyes', 'Becky G', 'Natti Natasha', 'Danna Paola']"
750,Latin Electronic Dance Music,6,13," <a href=""https://www.last.fm/music/Latin+Electronic+Dance+Music"">Read more on Last.fm</a>",[]
751,The Lsdays,375,1106," <a href=""https://www.last.fm/music/The+Lsdays"">Read more on Last.fm</a>","['Rilev', 'Estrella Humano', 'ACTY', 'Fryturama']"
752,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
753,Quevedo,264863,12791275,"Hay varios artistas registrados en Last.fm bajo el nombre de Quevedo, la siguiente lista los identifica por orden de relevancia:

1) Pedro Luis Domínguez Quevedo es un cantante de música urbana y rapero español radicado en Canarias.​​

2) Francisco Gómez de Quevedo Villegas y Santibáñez Cevallos fue un noble, político y escritor español del Siglo de Oro nacido en Madrid. Fue caballero de la Orden de Santiago a partir de 1618​ y señor de Torre de Juan Abad a partir de 1620. <a href=""https://www.last.fm/music/Quevedo"">Read more on Last.fm</a>","['Myke Towers', 'Jhayco', 'Feid', 'Tiago PZK']"
754,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
755,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
756,Gaston Lopez,264,1838," <a href=""https://www.last.fm/music/Gaston+Lopez"">Read more on Last.fm</a>","['MIKE DERO', 'Gentleman (DJ)', 'Kondo', 'Zeu5']"
757,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
758,tropiezo,1627,34926,"Tropiezo has been a key project in the punk/hardcore movement in Puerto Rico since 1997. They have earned great respect in and outside this particular circuit by representing the core spirit of the Discos de Hoy project, and having helped the meeting and scene-sharing between local and outside bands. Their discography is of considerable size, including split-CDs with bands from North America, Europe and the Dominican Republic. Their songs are brief and to the point, creating a sense of euphoria in their live shows. <a href=""https://www.last.fm/music/tropiezo"">Read more on Last.fm</a>","['Un Final Fatal', 'La Armada Roja', 'Golpe Justo', 'Cojoba']"
759,Anitta,928037,111813209,"Larissa de Macedo Machado, known professionally as Anitta, is a Brazilian singer, songwriter, dancer, businesswoman and TV presenter. She rose to national fame with the release of her single ""Show das Poderosas"" in 2013.

After achieving commercial success with her debut single ""Meiga e Abusada"" in 2012, she signed a recording contract with Warner Music Brazil in January 2013. In July of the same year, she released her self-titled debut album which produced four successful singles and was certified platinum in Brazil. <a href=""https://www.last.fm/music/Anitta"">Read more on Last.fm</a>","['Zaac', 'PEDRO SAMPAIO', 'Luísa Sonza', 'Pabllo Vittar']"
760,Mexican Institute of Sound,184984,1560219,"Camilo Lara is the one-man dynamo behind Mexican Institute of Sound, also known as Instituto Mexicano del Sonido. Hailing from the sprawling metropolis that is Mexico City, Lara channels his inner rockstar,  while holding down a day job as head of a major label. Like a musical superhero, Lara steps out of his executive alter ego, gets involved with the underground musica movement and begins his musical mission delivering electronic masterpieces with only the help of his computer, his nurturing imagination, and his awesome collection of vinyl. <a href=""https://www.last.fm/music/Mexican+Institute+of+Sound"">Read more on Last.fm</a>","['Nortec Collective', 'Nortec: Bostich + Fussible', 'Plastilina Mosh', 'Titán']"
761,Nhii,12215,64905,"House and afro house and world house> Sounds of Khemit, Tribe called Kotori, One Tribe, New York, Berlin.
https://soundcloud.com/nhiimusic <a href=""https://www.last.fm/music/Nhii"">Read more on Last.fm</a>","['Oliver Koletzki', 'Rampue', 'Okuma', 'Jacob Groening']"
762,La Mejor Música Electrónica,2745,20534," <a href=""https://www.last.fm/music/La+Mejor+M%C3%BAsica+Electr%C3%B3nica"">Read more on Last.fm</a>","['Fitness Dj', 'Gucx Music', 'Entrenamiento Fisico', 'DJ Zayn']"
763,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
764,Elena Rose,38355,273604,"Andrea Elena Mangiamarchi (Miami, 23 de marzo de 1995),1​ conocida por su nombre artístico Elena Rose, es una cantante, productora y compositora estadounidense-venezolana. Ha trabajado conBecky G, Rauw Alejandro, TINI, CNCO, Selena Gomez, Sech, entre otros. Su sencillo « Caracas en el 2000» junto a Danny Ocean y Jerry Di, alcanzó el puesto #3 en Spotify Venezuela. <a href=""https://www.last.fm/music/Elena+Rose"">Read more on Last.fm</a>","['Rawayana', 'Danny Ocean', 'Lagos', 'Mau y Ricky']"
765,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
766,Jhayco,271470,9078777,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>","['Mora', 'Myke Towers', 'Anuel AA', 'Feid']"
767,sailawway,18433,65627,"A sonic portal soaked in ethereal layers of sound and bittersweet nostalgia.

Sailawway is the dream pop music project of María Fernanda Fuentes (based in Mexico city).
Sailawway has played Hellow Festival 2019, SXSW Music festival 2019, festival nrmal 2018 and has
been the opening act for Tops, Wild Nothing, The Neighbourho0d, Cults and Molly Nilsson in
Mexico. 

Her songs have been featured in soundtracks such as ""Unstoppable"" by Netflix, ""Cloudy River"" by Studio Unko (Australia) among others. <a href=""https://www.last.fm/music/sailawway"">Read more on Last.fm</a>","['Tumaca', 'Ben Elder', 'Steve Cousins', 'Kirnbauer']"
768,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
769,Kenya Grace,727489,9723558,"Kenya Grace Johnson is an English musician. She is best known for her 2023 single ""Strangers"", which reached number-one in the UK Singles Chart. She is signed with Warner Records. <a href=""https://www.last.fm/music/Kenya+Grace"">Read more on Last.fm</a>","['Ari Abdul', 'Issey Cross', 'Jazzy', 'Isabel LaRosa']"
770,Brray,77840,918609,"Bryan García Quinones (19 de septiembre de 1992), más conocido como Brray, es un cantante y compositor puertorriqueño del género urbano, hip hop y trap. Autor de temas como La Curiosa, Machuqueo y Flow, Brray llegó a la escena con el lanzamiento de Me siento bien en 2014. <a href=""https://www.last.fm/music/Brray"">Read more on Last.fm</a>","['Jhayco', 'Chris Jedi', 'Darell', 'Nio Garcia']"
771,Ela Taubert,25796,362692," <a href=""https://www.last.fm/music/Ela+Taubert"">Read more on Last.fm</a>","['Joaquina', 'Morat', 'TIMØ', 'Ventino']"
772,Mexican Restaurant,171,965," <a href=""https://www.last.fm/music/Mexican+Restaurant"">Read more on Last.fm</a>","['Autumn Jazz Vibes', 'New Year Jazz Vibes', 'Classic New Year Jazz', 'Valentines Jazz']"
773,Llane,21779,163497,"Llane (born Juan David Castaño Montoya on January 20, 1990 in Medellín, Colombia) is a Colombian singer, formerly a member of the group Piso 21 and now a solo artist <a href=""https://www.last.fm/music/Llane"">Read more on Last.fm</a>","['Nibal', 'Alejandro Santamaria', 'Dylan Fuentes', 'Yera']"
774,Lú Polanco,68,136," <a href=""https://www.last.fm/music/L%C3%BA+Polanco"">Read more on Last.fm</a>","['Riccie Oriach', 'Techy Fatule', 'Bocatabú', 'Covi Quintana']"
775,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
776,Cheo,15860,71582,"Facebook
Formed In: 2011 - Present
Hometown Location: Helsinki, Finland
Genre: Progressive/Metalcore/Melodic/Hardcore

Band Lineup:
Tony Gummerus - Vocals
Janne Järvinen - Rhythm Guitar / Clean Vocals
Arttu Hurme - Lead Guitar / Background Vocals
Sami Siitonen - Bass
Aapo Sandberg - Drums

ABOUT
5-piece Metalcore band from infamous suburbs of Helsinki! DEBUT ALBUM ""SUPERSONALIZE"" OUT NOW! <a href=""https://www.last.fm/music/Cheo"">Read more on Last.fm</a>","['Artificial Heart', 'Pachará', 'Salomón Beda', 'Countless Goodbyes']"
777,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
778,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
779,Piso 21,259152,4367018,"Juan David Castaño (el llanero), David Escobar (Dim), Juan David Huertas (El profe) y Pablo Mejía (Pablito), son los integrantes del grupo que ahora suena en las emisoras de la ciudad de medellin, Piso 21.

El mayor tiene solo 26 años y el menor 21. Son jóvenes, sí, pero ya son conscientes de su éxito y más que un grupo, ellos se consideran una familia, pues lo más importante, antes de cantar, es la unión y la lealtad a su amistad.

Todo <a href=""https://www.last.fm/music/Piso+21"">Read more on Last.fm</a>","['Manuel Turizo', 'Cali & El Dandee', 'Maluma', 'Mau y Ricky']"
780,Marc Seguí,134124,2175177," <a href=""https://www.last.fm/music/Marc+Segu%C3%AD"">Read more on Last.fm</a>","['Pol Granch', 'Álvaro De Luna', 'Samuraï', 'Recycled J']"
781,Juanes,982869,15405781,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. <a href=""https://www.last.fm/music/Juanes"">Read more on Last.fm</a>","['Bacilos', 'Cabas', 'Carlos Vives', 'Maná']"
782,unÁnima,392,935," <a href=""https://www.last.fm/music/un%C3%81nima"">Read more on Last.fm</a>","['Sofía Paola', 'Julienne Ramos', 'Maddy Beyton', 'werio']"
783,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
784,Zion ,0,0," <a href=""https://www.last.fm/music/Zion+"">Read more on Last.fm</a>",[]
785,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
786,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
787,La Mejor Música Electrónica,2745,20534," <a href=""https://www.last.fm/music/La+Mejor+M%C3%BAsica+Electr%C3%B3nica"">Read more on Last.fm</a>","['Fitness Dj', 'Gucx Music', 'Entrenamiento Fisico', 'DJ Zayn']"
788,Maluma,779175,21782218,"Juan Luis Londoño Arias (Born January 28, 1994, Medellín, Colombia), is a singer of Colombian nationality. He began his musical career at an early age in his hometown of Medellín, there has developed an established career in Latin America, becoming nominated for several awards from major musical relevance.

Prior to serving as a singer, Maluma started in football, a sport he practiced for eight years in a row, reaching the lower divisions of the equipment Atlético Nacional and La Equidad. <a href=""https://www.last.fm/music/Maluma"">Read more on Last.fm</a>","['J Balvin', 'Manuel Turizo', 'Piso 21', 'Nicky Jam']"
789,Abraham Dorta,32,285," <a href=""https://www.last.fm/music/Abraham+Dorta"">Read more on Last.fm</a>","['Ama Rios', 'Andrea Cruz', 'Lizbeth Roman', 'CHUWI']"
790,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
791,Jonna Torres,1945,8353," <a href=""https://www.last.fm/music/Jonna+Torres"">Read more on Last.fm</a>","['JVO The Writer', 'Joyce Santana', 'Jossef', 'vf7']"
792,Dua Lipa,2619173,246297591,"Dua Lipa (born August 22, 1995) is an English-Albanian singer-songwriter. She was born in London of refugee parents from the Republic of Kosovo, growing up between both countries until fully moving back to London at age 15.

Dua Lipa began to write her name in the music industry. Lipa gained attention from the specialized media as an artist after the release of her debut album in 2017,  ""Dua Lipa"" (self-titled). It won the third position on the UK Albums Chart and featured eight singles. <a href=""https://www.last.fm/music/Dua+Lipa"">Read more on Last.fm</a>","['Ava Max', 'Katy Perry', 'Zara Larsson', 'Silk City']"
793,Café Tacvba,544028,17102468,"Café Tacvba is a band from the Lomas de Sotelo neighborhood in Mexico City, Mexico.

Their musical style covers a wide variety of genres, though it is most commonly labeled as Rock en Español. Their music has been heavily influenced by Mexico's indigenous population and folk music traditions, most notable the Jarocho style of the state of Veracruz, but also by punk and electronic music and other bands in the Mexico City scene. Perhaps the most distinctive feature of their music is Albarrán's nasal voice <a href=""https://www.last.fm/music/+noredirect/Caf%C3%A9+Tacvba"">Read more on Last.fm</a>","['Caifanes', 'Fobia', 'El Gran Silencio', 'Maldita Vecindad Y Los Hijos Del Quinto Patio']"
794,Espuelérico,17,119,"Puerto Rican Singer/Songwriter  

Cultivo canciones que cuentan historias de peligro, aventura y sensualidad mientras navego entre los ritmos mesmerizantes del rockanrol, la guaracha, la bohemia y el blues.
 <a href=""https://www.last.fm/music/Espuel%C3%A9rico"">Read more on Last.fm</a>","['Polem', 'Babylee', 'Harry Rag', 'Cuerdas Jibaras']"
795,zabuza,1473,17989," <a href=""https://www.last.fm/music/zabuza"">Read more on Last.fm</a>","['RVZMO', 'Leonis', 'Mougli', 'Lybro']"
796,Paraísos,334,1543," <a href=""https://www.last.fm/music/Para%C3%ADsos"">Read more on Last.fm</a>","['Cero39', 'Sinego', 'Tonga Conga', 'bleepolar']"
797,Lao Ra,43901,225778,"Meet Lao Ra, the Colombian singer who uses her pop-punk energy and beaming Latin vibe to make wickedly passionate subversive pop music. Spending part of her youth in Bogota, Ra found the city influenced her perception of music in various ways. Ra's sound settles itself somewhere between modern reggaeton and lively Latin pop. <a href=""https://www.last.fm/music/Lao+Ra"">Read more on Last.fm</a>","['MOÜGLI', 'Sälen', 'el buen hijo', 'Cero39']"
798,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
799,Christian Nodal,203233,6017386,"Christian Nodal (born January 11, 1999, Caborca, Sonora) is a Mexican singer and songwriter known for his contributions to the regional Mexican music scene. From a young age, Nodal displayed a natural affinity for music, owing to his familial background of musicians and singers. His early musical journey began at the tender age of 4 when he discovered his passion for singing. By the age of 9, he had already ventured into playing the trumpet, demonstrating his burgeoning talent. <a href=""https://www.last.fm/music/Christian+Nodal"">Read more on Last.fm</a>","['Pepe Aguilar', 'Vicente Fernández', 'Joan Sebastian', 'Pedro Fernández']"
800,zabuza,1473,17989," <a href=""https://www.last.fm/music/zabuza"">Read more on Last.fm</a>","['RVZMO', 'Leonis', 'Mougli', 'Lybro']"
801,FRANCIA,485,2605," <a href=""https://www.last.fm/music/FRANCIA"">Read more on Last.fm</a>","['Eclipse.', 'Los Emptys', 'Desert Island Boys', 'theredsea']"
802,Mitú,37241,556204,"Mitú is what sounds like the meeting between Julián Salazar (guitarist of Bomba Estéreo) and Franklin Tejedor (son of that legendary percussionist of San Basilio de Palenque known as ""Lámpara""). Here the tribal rhythms of traditional Colombian percussion become deep beats of continental electronics; all framed in a postmodern ritual of porro, jungle, cumbia and synthpop of the full contemporary jungle. <a href=""https://www.last.fm/music/Mit%C3%BA"">Read more on Last.fm</a>","['Bomba Estéreo', 'Crudo Means Raw', 'Ela Minus', 'La Derecha']"
803,Sofía Reyes,210935,2037462,"Sofia Reyes is a Mexican singer and songwriter who has been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs among many others. She has amassed nearly one billion views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 461 million streams and R.I.P featuring Rita Ora and Anitta, with more than 190 million streams. Chosen <a href=""https://www.last.fm/music/Sof%C3%ADa+Reyes"">Read more on Last.fm</a>","['Sofia Reyes', 'Becky G', 'Natti Natasha', 'Danna Paola']"
804,Latin Electronic Dance Music,6,13," <a href=""https://www.last.fm/music/Latin+Electronic+Dance+Music"">Read more on Last.fm</a>",[]
805,Katrina,28075,89055,"There are several artists called as Katrina:
1. Russian post-punk\emo\metal band from Moscow. They formed in autumn of 2006 after Stas (voice) and Pavel (guitar) left 30 дней февраля. At the moment band recording their first album. 
http://www.myspace.com/onlinekatrina and http://community.livejournal.com/katrina_ru/
2. Katrina Leskanich - Lead singer of Katrina & The Waves.  She launched a solo career in 2005.
3. Katrina, a singer/songwriter from Los Angeles, USA. <a href=""https://www.last.fm/music/Katrina"">Read more on Last.fm</a>","['30 Дней Февраля', 'Such a Beautiful Day', '200 По Встречной', 'Линия']"
806,Kali Uchis,2276639,208181638,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>","['SZA', 'Doja Cat', 'Victoria Monét', 'Omar Apollo']"
807,Mitú,37241,556204,"Mitú is what sounds like the meeting between Julián Salazar (guitarist of Bomba Estéreo) and Franklin Tejedor (son of that legendary percussionist of San Basilio de Palenque known as ""Lámpara""). Here the tribal rhythms of traditional Colombian percussion become deep beats of continental electronics; all framed in a postmodern ritual of porro, jungle, cumbia and synthpop of the full contemporary jungle. <a href=""https://www.last.fm/music/Mit%C3%BA"">Read more on Last.fm</a>","['Bomba Estéreo', 'Crudo Means Raw', 'Ela Minus', 'La Derecha']"
808,Quevedo,264863,12791275,"Hay varios artistas registrados en Last.fm bajo el nombre de Quevedo, la siguiente lista los identifica por orden de relevancia:

1) Pedro Luis Domínguez Quevedo es un cantante de música urbana y rapero español radicado en Canarias.​​

2) Francisco Gómez de Quevedo Villegas y Santibáñez Cevallos fue un noble, político y escritor español del Siglo de Oro nacido en Madrid. Fue caballero de la Orden de Santiago a partir de 1618​ y señor de Torre de Juan Abad a partir de 1620. <a href=""https://www.last.fm/music/Quevedo"">Read more on Last.fm</a>","['Myke Towers', 'Jhayco', 'Feid', 'Tiago PZK']"
809,MPeach,1503,6725,"Genre	
DANCE/ELECTRONIC/TUKKI/TROPICALBASS/AFROCARIBBEAN/LATINSWAGG
Hometown	
Caracas, Venezuela
Record label	
ABSTRACTOR
Biography	
orn and raised in Caracas, Venezuela, MPeach (a.k.a. Mariana Martín Capriles) is a multidisciplinary visionary, defined as much by her stage and studio collaborations with the likes of Todosantos (Flamin Hotz) and Latin Grammy winners Los Amigos Invisibles, as her design work and live installations in spaces such as BRIC Contemporary Art. <a href=""https://www.last.fm/music/MPeach"">Read more on Last.fm</a>","['Sunsplash', 'Famasloop', 'Algodón Egipcio', 'Vermilion Bird']"
